TRIP_ID,LATITUDE,LONGITUDE
T1,41.1477640185,-8.58606082095
T2,41.1653950542,-8.60094430954
T3,41.1659797346,-8.57715671651
T4,41.1414477406,-8.61422115961
T5,41.1474347972,-8.62074025053
T6,41.1705855274,-8.62753829337
T7,41.1531312905,-8.58174842439
T8,41.1847852582,-8.58215253467
T9,41.1247934364,-8.60491717515
T10,41.1938979298,-8.58094017535
T11,41.1681973954,-8.58836754116
T12,41.1476652326,-8.59488949716
T13,41.162311262,-8.58365725137
T14,41.237212187,-8.66997815228
T15,41.1429170842,-8.61011912581
T16,41.2113420582,-8.65255363038
T17,41.1549854309,-8.63024190604
T18,41.1555011802,-8.62704125964
T19,41.1621504221,-8.58945119774
T20,41.1605289753,-8.64100084253
T21,41.1487997394,-8.58577128275
T22,41.1337633432,-8.61306347329
T23,41.1550168481,-8.63002817641
T24,41.1487997394,-8.58577128275
T25,41.1495004312,-8.64315904111
T26,41.1739570179,-8.60479950409
T27,41.1616471428,-8.59336078686
T28,41.1487997394,-8.58577128275
T29,41.1460767254,-8.61079751679
T30,41.162311262,-8.58365725137
T31,41.162311262,-8.58365725137
T32,41.1530074414,-8.60999233453
T33,41.1656543829,-8.62818976061
T34,41.1743597713,-8.56591756229
T35,41.1444327623,-8.61689716011
T36,41.1544490205,-8.60595434475
T37,41.1807203231,-8.6922517801
T38,41.1549851479,-8.63024377017
T39,41.1487997394,-8.58577128275
T40,41.1416702984,-8.61695381592
T41,41.1796982029,-8.60248327856
T42,41.1688356243,-8.58335227404
T43,41.1463284954,-8.61410021925
T44,41.1886709604,-8.59391547185
T45,41.146726047,-8.61749056696
T46,41.1514790621,-8.59414084152
T47,41.1525904418,-8.61787861308
T48,41.1608870821,-8.63395927626
T49,41.1682913423,-8.5561279792
T50,41.1498462764,-8.62579899914
T51,41.1441142431,-8.60180671487
T52,41.1460767254,-8.61079751679
T53,41.1595797795,-8.59843246403
T54,41.1686945056,-8.58807583194
T55,41.1591260035,-8.60182949061
T56,41.1653014496,-8.60629426415
T57,41.1886744838,-8.59392146716
T58,41.160878262,-8.63392916444
T59,41.1671428009,-8.64380352914
T60,41.1589455729,-8.60500969412
T61,41.1483264077,-8.59907823287
T62,41.1449426113,-8.58099673437
T63,41.168165377,-8.58852718526
T64,41.181068932,-8.58310098548
T65,41.1428300008,-8.60191647529
T66,41.1886643775,-8.59390394193
T67,41.1452785224,-8.60193915581
T68,41.1645360127,-8.63196193758
T69,41.1460767254,-8.61079751679
T70,41.1578728043,-8.62452662753
T71,41.4994833303,-8.43539518887
T72,41.3278370651,-8.7238902218
T73,41.1516020637,-8.59377496999
T74,41.1672581754,-8.56898837558
T75,41.1577479147,-8.62628211858
T76,41.1698364499,-8.6248439861
T77,41.1461605107,-8.61183079166
T78,41.1544410229,-8.64921213898
T79,41.1827402015,-8.59815276963
T80,41.172224206,-8.65525937049
T81,41.1577479147,-8.62628211858
T82,41.1670172394,-8.63944551355
T83,41.1626237469,-8.64904132851
T84,41.1810038352,-8.58249975873
T85,41.1495064909,-8.62523796472
T86,41.1487997394,-8.58577128275
T87,41.2187412646,-8.62538191407
T88,41.16388644,-8.5889660699
T90,41.1462586187,-8.63084597713
T91,41.1579202764,-8.62942349696
T92,41.2282799038,-8.6659949461
T93,41.1626237469,-8.64904132851
T94,41.1543023986,-8.64344613135
T95,41.1542657206,-8.60627876346
T96,41.1855096036,-8.67970470954
T98,41.1579613471,-8.62942535437
T99,41.1530074414,-8.60999233453
T100,41.1775287067,-8.66345911086
T101,41.1484273672,-8.61051980086
T102,41.1446391176,-8.60647876244
T103,41.1579202764,-8.62942349696
T104,41.1830508858,-8.52936862951
T107,41.162311262,-8.58365725137
T109,41.1611764767,-8.6051727776
T110,41.1472783553,-8.62101006451
T111,41.1591581111,-8.6654376219
T112,41.148285006,-8.60273074488
T113,41.1656149038,-8.59779734705
T114,41.1783007107,-8.59776526409
T115,41.1304934813,-8.62686451115
T116,41.2487293293,-8.61864839742
T117,41.1938351299,-8.51084083598
T118,41.1826834766,-8.60202939222
T119,41.1779190035,-8.59724842302
T120,41.1796261833,-8.62453457077
T121,41.1407260307,-8.5997712206
T122,41.164562643,-8.62135302934
T123,41.1620139799,-8.67096226285
T124,41.160227553,-8.6376655848
T125,41.1543023986,-8.64344613135
T126,41.160081888,-8.63768852904
T127,41.1543600126,-8.65118970846
T128,41.1653950542,-8.60094430954
T129,41.1644968793,-8.63222291442
T130,41.1495422171,-8.62332815981
T131,41.1947644566,-7.55769922407
T132,41.1463284954,-8.61410021925
T133,41.1492963579,-8.62430782861
T134,41.1742785764,-8.67235937786
T135,41.164049284,-8.61014744535
T136,41.1515628284,-8.60630782648
T137,41.152610954,-8.62723745019
T138,41.0702399202,-8.57458372351
T139,41.1750487891,-8.5842859429
T140,41.1847852582,-8.58215253467
T141,41.1345181891,-8.59905002955
T142,41.1484273672,-8.61051980086
T143,41.1656285602,-8.62813965539
T144,41.1528255024,-8.61004918851
T145,41.1590427762,-8.57737127152
T146,41.1614057594,-8.6413940042
T147,41.1473038881,-8.62154568827
T148,41.1677171823,-8.59357416946
T149,41.2016503932,-8.64357184818
T151,41.1579042188,-8.62372145322
T152,41.1287188312,-8.6350217259
T153,41.169789044,-8.62473090651
T154,41.1603181381,-8.60962989805
T155,41.1814991122,-8.63667768361
T156,41.1493000621,-8.62433128449
T157,41.1742676637,-8.56593831454
T158,41.1450450647,-8.61692823867
T159,41.153837219,-8.6300571328
T160,41.172224206,-8.65525937049
T161,41.1483335116,-8.599099412
T162,41.1649315833,-8.62430316837
T163,41.1473038881,-8.62154568827
T164,41.1579202764,-8.62942349696
T166,41.1542568025,-8.64329050899
T167,41.1587520638,-8.59406894576
T168,41.1697437499,-8.60481754779
T169,41.1681973954,-8.58836754116
T170,41.1544410229,-8.64921213898
T171,41.1543551989,-8.65129413307
T172,41.1499648093,-8.6208789941
T173,41.1731767923,-8.65181904219
T174,41.1888293478,-8.5933367554
T175,41.1626193396,-8.6490406983
T176,41.1589455729,-8.60500969412
T177,41.148707703,-8.62338488458
T178,41.1731132527,-8.6600305499
T179,41.1487997394,-8.58577128275
T180,41.1484273672,-8.61051980086
T181,41.1739884008,-8.60461225876
T182,41.1611764767,-8.6051727776
T183,41.1765796376,-8.61383805673
T184,41.1544410229,-8.64921213898
T185,41.1724457226,-8.67271650806
